acc_no,hash,length,gc,strandedness,moltype,is_refseq
MH572311,fdfd05a0ada49bbaa43abf1dc45b5971dab496f9886f3aad5bb9d4edd8812526,4465,41.88,double,DNA,False
MH572509,d842ab91927fd18ab1f9aefe8aa13bd9f8e033a82fc15fd1953a9d2aae0bd27e,4368,41.94,double,DNA,False
LR700236,18d45b0e01f5c76f903889e358572f23a5f8fd30b5f75d60d0d6e667ccc1b41c,40999,46.28,double,DNA,False
MK448886,4634034300782bf3ce5b8937d5ca5c2c29b37b01a6b2332b8e373fcd2af6980e,38556,39.30,double,DNA,False
MT276994,f7060851df5fef7fe1eac2119e6a31f475db544433f8a1825058804262115609,39175,58.05,double,DNA,False
MN988518,080a9641cc38a6e9eb867eb34eae3130c72f7b9a9c4024fef9d76ffb23358c65,6010,58.72,double,DNA,False
MW584168,76a9a415839d8f586dd0a07dc4965154c5b13394abeb0a31b1ddf35a565a3b49,56085,63.72,double,DNA,False
MN052874,4108c76a375b8f22a48e18d6e2625b188b19b01a00c2f9a7073823d7b2cbba09,37414,52.81,double,DNA,False
MZ028626,b4ba48c6beca032d0523b5ae864c2bb073cff82edae057b8bfc9aefeaf838728,154550,64.75,double,DNA,False
JQ740792,77eebaca368f893a1ab76470c6337be1c7c8210f7aea08353b7c7b412a4d54c6,32546,34.75,double,DNA,False
KX098390,bfb7172d13be5b1274f93cb18d2724910e6eadd423dc4a88cc93b7b752bbe800,75448,46.91,double,DNA,False
MH937477,d61e1e408e08d5bc549d1bcf776682fcb6a615ed60c24c27b74e69c9a8b495e9,35299,39.02,double,DNA,False
MK764440,1170614d612ecbd3c8bd0728e2e5abc34356ccbcb750326e409184cad2fa01be,39282,32.13,double,DNA,False
MN270276,e573f9c49f8f89da475c01d011cf6fb0f4b9306be5e9813e0086145b4f9ccf4b,62100,39.03,double,DNA,False
MN585999,3fa596ae9611f31a41aca126ac04fbac1d26d493312ff1671bc0dd310905cbd1,53032,63.70,double,DNA,False
NC_061446,8a6d406f13e3b3e19e8ad7b5ac9c9812a6468b1fa44ff7866a00d8456db8202d,259771,49.30,double,DNA,True
MZ488273,12baa4234ad74c58df0a991864422c37d391a675e6fd2d00ea48d2e4af91ef2d,42271,34.59,double,DNA,False
MW794176,30f4a411afa27f1120020e5ba6dca370b83792c05ba08a8068febd68e75ce209,125994,37.14,double,DNA,False
NC_048877,28d98dac5230e5878a840ab7ce50e9d6515b2115101ce391d0a0bada06d78619,54442,59.71,double,DNA,True
NC_048744,1941da365d0a8527917a995119ff2289674be03f094b3cf824d49fbec0f49cf5,65905,55.13,double,DNA,True
NC_042113,90f6ddfe6b9ccc788e36816e2adcb96dcaca50fd90de1feabab6bd35c0216699,93848,49.40,double,DNA,True
NC_041968,ab00852d0096350c81ecde4dab6958750bab112c65b318f0b56fbc5d6b19a010,87646,54.68,double,DNA,True
NC_047853,866266196b351eff251f044627542c5ce2a6a1c46b4ad319548c330455cf0b53,142072,35.74,double,DNA,True
NC_031933,ac99d4b5cdae2db090deecfe913d313dcbfba5754a246a40ed4f886b5d2b0542,114180,40.28,double,DNA,True
MK249211,7f68bce7d136384f6f6c08772042f7f64fa651663790be7c0c9eef10cc988cd3,4350,55.49,double,DNA,False
MT639645,37266cb3c2623172fd94b4f7cf5e231d81cd0ec4c2988cb3cc72ba1db828da06,52698,61.46,double,DNA,False
MW250641,c3b26c2039401cb5c826848bcc544a60ef87fa02df07ce87492e855d84726ff3,43394,49.23,double,DNA,False
MH572401,069830216546b716f8f0a2c95343bb3769514f001c68d898aa134ec9411e0540,4143,39.68,double,DNA,False
MK448970,d86f1d124b7c80fc0dee3dc81ca557482003306a197d1f28b1d59a29bde6af32,45960,37.22,double,DNA,False
MK016493,6199358dbca086639d351723d3313bcc2425320883a66df9f1fe823be8f775f8,90743,52.90,double,DNA,False
KJ019122,0927eb5e9d0d6a5650eb974b21190b40f5d977e5be9911b935401158296c00a9,171285,39.36,double,DNA,False
KT264813,f97114995c37ad7c5461b0ff94d5ec490b64d314991678850d1f50bc784207fb,4783,53.63,double,DNA,False
MG820639,b1ad4e751af180841ca33deb5aaa2fb66f97216c5d50bd87a99865c90f6b5781,29784,54.08,double,DNA,False
NC_051712,b0414d5b2f66c367162812d472b4fdcfb8b2f9811096a64323fedec5e605c8cd,59357,61.80,double,DNA,True
JF704109,97ed2b9cb1ed738e05fb074243833b10de708eab642c21d10b44e81688f1a0c4,68735,66.45,double,DNA,False
MN183284,ca201fe3cf827ad04542d97ff6b90eca040db0e3525f497c1d8d56417e52c37d,61917,67.00,double,DNA,False
NC_051613,9176e5e6413d2a10bac2f13e93b17a0805f606db4d29a42d758cf84a8bf9ec6d,56439,67.09,double,DNA,True
NC_054432,7166eea884be404da6422b001a8a2d30ed87e063e792ea10ba5320f5197aef7c,52849,63.71,double,DNA,True
MT701588,15344aaf4d1c772b7760a812adf718ccfccbf188cb826b5f81b0fd4e26cabda6,171475,38.51,double,DNA,False
NC_047983,05191b480e9af9aa503aa676c2fa00d2c1e4594e64e67f5a138f4470f268eed5,43416,41.74,double,DNA,True
NC_007189,7e05322080b881889baff43548662cb589aaf5e8818d883a3ce9b1c0bb7df365,6907,62.39,double,DNA,True
NC_028783,6a37dbc80e060a3cc8ea6ac0cf1d9a32da700261651ab08c5ba2aacc871ffbc3,39399,45.08,double,DNA,True
NC_054984,a233f65007b04daf9da7e76beb30b8e710418af5e28bdbf953081801897fcd82,41131,43.98,double,DNA,True
NC_016761,4a057a0c3941a4b15bf199378808194f1e4966d1983d29079846ad76113806d6,38684,50.16,double,DNA,True
NC_047726,116040fc6200f9c7394b0593f7b1078a49528dddef2418892fef3b74ee4bca4c,148243,30.24,double,DNA,True
MZ501094,87a0dc5bb3a12bf8842778cc210d3ebfccca8cb4943839de1c9b1f29d8db0df0,135061,43.64,double,DNA,False
MT188704,c617bf1552c68f1dbecaf772ffb429a4072c7838af535116799a620b94268033,131434,60.34,double,DNA,False
KJ019080,8f7030f9cfc856c76b74c059d1b2d5c70a198ab9e3ddeb953bc32e2327e959ca,178897,40.27,double,DNA,False
AY848687,ebcfdd652a38724698daa23c81741a43e1cbf14480c02e75c3bb0870f00096e7,14939,48.18,double,DNA,False
KX349267,be2d1dc39ce1f907720ff5fc2c96ddb531e96458026f686e992617220a8907b7,175435,42.17,double,DNA,False
KX961629,26dfd1a254c137d467e4c472e5ebd801216e388b98b653f8afc8d1f07039354a,160732,38.74,double,DNA,False
MT002875,0b0387cb5d37fa8d7db0f345181bf762e3d826d71d9f212971c4fa5f89b440db,33582,40.08,double,DNA,False
MN850574,f2e3b5360c0e9b6c59387cc775af762af7294128f833ada9b51efb124f8dddba,163719,40.50,double,DNA,False
KP296794,bf6ccc6f7720fe37af859ce64ea60e9d1a0e3cad54c696996872bd5bec66c113,37971,41.81,double,DNA,False
NC_054146,c2fda3920d77f62f3355ca8b0f7d51fd734eb763e6ce8206e6b29eca602e7c7b,44526,62.26,double,DNA,True
MK422448,6a01dce219ca2ea30e0f1eb859ecf26418bc4314be50806c47011efad7dc7edc,63032,54.33,double,DNA,False
MK972688,7ab6c6d6d090688de4cf73021968020dc5b387ba948cf0cc86596e449fed0406,39988,46.82,double,DNA,False
MN234186,659aaf30453cb2ea03cca3a364e98c2ece8b02a0a298c515071331bb2be21a0d,54517,51.64,double,DNA,False
NC_014229,07e91530b04e06f1b985319cc10bb4074f307b13cff988e5be6c6cc0554c94ac,37068,66.25,double,DNA,True
NC_029107,e59ef0de2592dcf6f6bd8caeea80fda704d9f27afeca65657f32f7b64e22c952,41941,65.10,double,DNA,True
NC_049361,23408ad326ed8930159f137375c82ea289c4db62f9ed6a09f9120b777c25a5cc,31181,34.55,double,DNA,True
NC_048119,5d340054796656651d5c8cb8f7106fb4e0d434dc184100045970c1e14db2765e,43825,48.63,double,DNA,True
NC_021774,5bb7cffa75f2397c3234e82639c81b12766ea9062ed3ef37471d2debab8413ca,29742,52.84,double,DNA,True
NC_024789,b7b9a2d32698c628f30df7899f9e7472adbcbf1daa8565ed4453ea7dba6ff78d,45746,43.94,double,DNA,True
NC_031066,7a1451be5e21c8d287ec1f651488d437fa2664144ffd76b4ae8ec07cd3a2c811,39434,50.95,double,DNA,True
NC_048133,8d689b553d96744d3b856b71983f6f77053936d7df5fb9bfcabae87e561283a6,30791,56.78,double,DNA,True
NC_040349,6583780b486577e198143cdec69596e7d17711df31e3a9e3279734e1b75093c0,4662,48.26,double,DNA,True
MK496757,d1c2aad2ac1026434e1b7d91fe1683509242ee6a858eae63c2a625951826cd43,4161,31.96,double,DNA,False
KX349278,6a0969b8193451c843ffe248cbc88c95f30a8fb4322fbedc2681dd604acfdb18,175312,42.17,double,DNA,False
KJ019104,dba107946e35bc832531ea6c121dcab3e3fa5da7b7751a479053c3d427e6e648,172688,39.13,double,DNA,False
KY065452,60f0ccf56f36cbbc3fd6b5f0f73ac44a81a723abec14f499e6abd9b7ac8e35bf,40648,40.04,double,DNA,False
KY555143,6b2180b4a5b86c72093dff4b5cc4361552d8432bf9f6f9791fe85af229c2a44c,220299,66.13,double,DNA,False
MK719736,69e963f081c59f003a14652736d0db7d6580a3148227400c0c1092ac2af5e381,80342,38.22,double,DNA,False
MN150686,eb7a28257c2067c8b5812261c470ffcebaec29e15895b0c82b60e8410e8a9075,157977,40.03,double,DNA,False
MN450150,d9f9e0a41347cef86676b61082eb48e1a60d4bb3fda1b25015e9434202224983,39938,52.32,double,DNA,False
NC_055817,ec0852c273f4bf94d6643ee985323bdfe2588d5489b75d684c76b8483a261c97,52466,62.12,double,DNA,True
KM363597,4b7b973a3738b2e6c82994cb650eaf4ff88a6f64ca8f305220571b35071b6b30,69271,66.35,double,DNA,False
MN586009,f995480b041eeb2b1e7c1d62e4a3ecb3e62353e3612ebd6ad64d2b9179ea116b,49530,66.21,double,DNA,False
MZ388555,fe08732367b3d203bb26b8f570f2384f7fdf1ac77edb396e11b08b9814ea5a7b,58194,61.58,double,DNA,False
NC_015284,2e84138d9696366bb3c7858c88bac3d87ffa147f49ae35b8550633c57f8f713d,183806,38.12,double,DNA,True
NC_020479,7156778286757e8b0f207d7d45963d62f374f0e08534db18486ee91427c199da,49425,41.82,double,DNA,True
NC_041924,a6ec3be16a90a377415df8781eb5139a8ec39803ac560b47db9c6c51416ff426,45415,37.58,double,DNA,True
NC_047719,98a9a64bb8a86a8b9af3b2fc24da217df38b3ac62143005a56adf2d72464dea8,172874,39.11,double,DNA,True
NC_024784,f030068270949343906bea48042ea1f21c17d411be4bcca802861062cbec60b6,46440,43.81,double,DNA,True
NC_007061,599568bfa3f692417a322265961b98d5a321257466a69f770d76d889a71e9867,42802,35.37,double,DNA,True
NC_047907,294ba0504ec3dd5c3ca037299dc0f7b11c2e3a298be8e2d134748a404f079552,50249,50.97,double,DNA,True
MZ364266,01edde524493b7b1ae2e338afd2fc4bc3c59f0fde0520b3c74edaa6b560f185a,4580,52.21,double,DNA,False
MH572422,63ddc612d846ad2e12bb4e0405706d752456d9850f3e89a3451b6f0f86bac574,4642,39.96,double,DNA,False
MH572367,f1fdc8297e7d5c1381e7b8cb0e2032ab9aecc67b3f475c09e8b1df4b3bec6a49,4566,41.96,double,DNA,False
MK448924,47ece4840404297c76faff8cbed5dd6102b3b462dd5e2f288a8b2e8414719b10,37542,34.99,double,DNA,False
NC_041848,6cfc8a11042da7ceeccdc1a57e0afcbf111f64d612fb67c987253e054dd03fea,31200,52.60,double,DNA,True
HE981739,ab8e28696a1c91e954e8036ee41670e04630a4525792dfb388cae8a64e1bad8f,179839,43.16,double,DNA,False
KY657202,dc074fb895578f7759b44a24390b9586f02611e292e899ac3165ffc8a63f6db6,50407,42.84,double,DNA,False
KY883634,10e4042ebe7e74866d0410d7752c754e9386c0523e8682ca73e4060d41bcba19,132142,37.15,double,DNA,False
KY883641,202101cb26d784ef26001dca737b12de318040ed63debb1bb826c02a71467c1e,39341,42.85,double,DNA,False
MH155877,b3801e90eb872729fd4815e3bad486ad59b5f5771deec7b6cdaff2ddd0617f67,57623,58.08,double,DNA,False
MK675901,4857713eec1f1b2c106ce84652903d551af2a5e8772e05a0547d003f7a7e8991,62286,44.70,double,DNA,False
NC_022068,148c549338f33d79c94f26856cd7170be83aabaa93d45b1ec564bde974392c4b,58043,61.55,double,DNA,True
MH536825,1abe5495b5461771cb33f130be19e89dbf87d58ac530b213d1f258c7dc1e0d3d,50721,63.97,double,DNA,False
MK359315,03287af3479c2166e0fde1ff665d8359f0c51d60e8fa0e29e111750c5bf5eaf1,57754,61.36,double,DNA,False
LC552830,52e7b1bf7f18f220ca71cff6b4a70d32e8a297e23415768f3392665fe6314932,42439,54.45,double,DNA,False
MH513973,185af0ab8a8c5408e2904f09c400d78bc25bd190f5624c00d983834d1fd525ee,68822,66.35,double,DNA,False
NC_018269,ddc8c341a91b2b3fd839689a9e6ec0f2ff4e99c65e5ae1c3705fa50d406b2501,31766,46.60,double,DNA,True
LC567831,7910221765a59af82e00c69c2aefe9698c24bb5760367d8f0270f3c59d60f096,49937,51.50,double,DNA,False
MW355454,0179526106d2236b497af3ec5c0e0be0533d204efa910378317acfc0ca43aec1,43078,49.91,double,DNA,False
MW258711,9bd10f16f71b5751b58c1a0ad73b05329965170ff5867a71edf308e3acda26f1,40785,57.42,double,DNA,False
LC616050,64fcfa5517cac40d3340285fd3a24a6781ac94b96cb49759810aa3c0a32ce373,66705,49.58,double,DNA,False
MW311372,a7c8b1ed38226b0139ac2682a53b8c7642462628a1232efbaad498a804131270,85703,38.99,double,DNA,False
NC_052991,31604a8432f37c12818848589eecc1645e46fcae08c91411264aaefc7c7f0194,54417,56.90,double,DNA,True
JF719733,db0542050b0757111c59c946c3947a982e3849339fb66144fe30ab294d3d9d2f,6407,40.58,single,DNA,False
NC_048144,94dd163d786b6297ebfb7954b70e26a1c56b2df55e3c342e66a5c0be08123b09,38820,61.42,double,DNA,True
NC_028945,83f4e7e2520363508e6639831d10033ca36f2ed4d27d2311be77edc0c0411297,206713,49.07,double,DNA,True
NC_047811,e159a85336bc19135d246238ccd7288345a85a3414a28651957d7821cb9c66f5,44094,54.14,double,DNA,True
MH572384,9965834220537ff6220318c460d4c4bbab14bfe6f028571bf0667810c7aa8ded,4466,41.74,double,DNA,False
MZ234030,69584c4680e389db0ccb954be9d040f70ce94b7724d06509eedd9843808d782b,168543,35.36,double,DNA,False
MK448581,36a68eebb8a9f1c2e46c3119128d8ff57ceb40830cae9838190c361ba8fe1983,12220,31.57,double,DNA,False
MN850605,1b112fa9a5596c66f566aca3e22537c9dcaadd79bd7eb86b069112f739ae4ecc,87715,38.97,double,DNA,False
NC_055837,dea406f9e980e80dea1240c2d48d3aaed179db33d562d011294274b7202ce600,44153,59.35,double,DNA,True
EF108465,ab95c3acb970fbae383b883eb38e01fe511c814aaa187c441010ad7d977053d0,3569,51.58,single,RNA,False
NC_005069,df7dbf38697ee014a660730769b539e8b3f9233f08046f8791984cdfff107591,46339,44.57,double,DNA,True
HM753672,eea64d886d436a15cfc90d0990cc146941bce92886f0a311345fe8bcbc4a64b6,5386,44.73,single,DNA,False
GU071091,f94dc3ee9eb45e6f4df776f024c1411be4a781d610eec2d1ca3d092eb91dc5fc,39778,48.38,double,DNA,False
KJ019100,c2e0e9ebdfc405171f98b0b78abd50f71054a44b5d6859e5043e1012117e7312,216273,41.53,double,DNA,False
NC_031048,9aca0f09f66ab3000356dc64408c9508eb55d5cc69cd659af2281d8d546a7628,41918,54.11,double,DNA,True
MK765658,605654b539a2d11d881eed4e2bf0a342c384d89204c846c1a547129fd28221c1,5823,41.59,double,DNA,False
MK496798,ccecde8d470221c29ea48b766cb64532199c1f3da3cf5d4228f9f0507b245578,5171,41.38,double,DNA,False
MK728541,4b7a0e402dcd99de876746b10090c0b2286c6938adee4804776678d930e8ef2f,44283,54.47,double,DNA,False
MT118291,5e52c2de9f7c12f87bf705f198e1e8eeeeb5784c28d1dd8ca5f97e2b7c405b21,66520,55.67,double,DNA,False
NC_051657,dac6ad73e797201a903c9e2f02d31c3c95c5870f538d363a1e52579491f5a2a0,59306,62.09,double,DNA,True
MT310871,6cbb2227af5443c09fb5c871f45953ab509d0836aae4f244a6517f9bb9a727a2,68546,67.51,double,DNA,False
KU997639,c2c250494e6227cc6f59c43c4b494ee394576b34c1cc14af8e2b96b32b1f75d9,76492,58.95,double,DNA,False
MK112534,e5e4e6765c386acc2f426a364bfc23a06be80f660287ab3fe97251f452e64f4e,155885,64.76,double,DNA,False
MW291021,9bf085248b506c85ca8fab7a8cfb3f8ca7ac111e7c0abe9b1951b663afca3e9f,186386,66.71,double,DNA,False
NC_054723,35b9ee96aee07ffb440e42bd729a5c87c2ac676d9af51bae6b46ad5df6e444eb,150830,66.11,double,DNA,True
MZ005683,2281377673f50c9cdd05197a2aa91097a43a6255b01be5c7b816fe960c5d0ac5,60229,51.55,double,DNA,False
NC_041859,9f3c6d9fc209aab1e1a992426a575594457fae6a5b2755a3b2b912b8ad959859,43226,31.39,double,DNA,True
NC_019548,37ea1fe39ae4f03bf06b0e396e97f7ea4201417e2110c20aba8c3cb40a85c1f7,7288,62.06,double,DNA,True
NC_030652,fdede33a8b126af4b38452cd4e80488bbfbe90c7da67e30a392b7bafe8cc4794,42140,35.56,double,DNA,True
FJ483843,9dbfaf3f6fbcf8295257e38f63cb777ba710d4dcb721bd8c1bdb55e875798278,4218,47.27,single,RNA,False
MK493325,c36c3fd1da9b7cbd42c387abfb0ccccb689de9c2a389ab14e262024f46a5b4fd,170397,40.65,double,DNA,False
NC_048756,3a4485315b68f065f4eb77afbb19653baa45e9a3b02f62f63b6602abfcb09743,146618,40.31,double,DNA,True
OK040777,2ce8bb03b4282c1bf5f5206c031176105c3582eb5cdedc2d22c5df5f8dd42e1b,41850,65.46,double,DNA,False
MH572415,40f5d3ec2dc0ed75fe4bc5260cc2da136a436c9125464ae6befba2add028c733,4147,33.66,double,DNA,False
MW358927,4ba860909c0f0df57643383881bad55f02a045c76b4d6ecf0ea0249b44bf55d0,167162,34.71,double,DNA,False
MT133562,5e4642f2d22331c8c315f4bdfd35e5c901c46508eb073b8bb5e6f6b8835e2a8f,65233,55.59,double,DNA,False
NC_021347,d911c5ec1e6c76f29728c22e77c7fafa3a3249ac05e7b6bb29d61708a0b1963e,142563,67.47,double,DNA,True
KR063268,ff77b4584f3558ab17c81bf6722d07a28d4668c06bafdb5fae3890b67e945d0d,5087,46.96,double,DNA,False
KU686197,ac21c878cbddbd7851149f7f766d28848811383e2dfeb7ccc1ab0afcee167b0f,197843,41.57,double,DNA,False
KY290956,430f6809ad16f21b076ae9cca0ad554bbc10516cecb0d5521f36bb54675255fc,173578,43.86,double,DNA,False
KY942056,2ab88496d5b98acec5e540781c72aa9b767f22cef9484349a153dbc4b3431d86,153757,49.20,double,DNA,False
KX683875,237657ede9984e9720b3d9b232b54da9cc77886f2ddcfb68f6e2472c15edbde6,53111,63.47,double,DNA,False
MK448871,f59ba1bbff171acbbd11c29b676f19c6f51897a189773e33038897b79b42fab4,40414,39.28,double,DNA,False
NC_022977,8aa2c19d0f690902d31eab80c1638b9b6628b23a61cf2f89bc6d30578a1fa27f,52344,61.41,double,DNA,True
MN369764,d3d133d63895db6cc922c7f96aefb31baed2797d0debb5176a62a7298ad60024,52816,62.40,double,DNA,False
MK524521,6ac3f558e6f4141147402bf00a6224194f345e28095431c9d90d48fc4c674f9c,111345,60.83,double,DNA,False
LC567837,9f69620d825f0650d9b23d8393e55be09d52140cda95945fa8724944e3b4ce33,49002,52.34,double,DNA,False
MZ456038,b7e1b8152dba4505aef3e033200f663102c0e312010d3a1fdc979832933ff636,53182,65.60,double,DNA,False
NC_042331,b9eaa9a4b2469e249e960ff1dfdfb1c255280f91d37dcf8d888d2baf705938f8,51083,59.80,double,DNA,True
NC_041849,fc225dc6fd2fc3a1c987ccad75ef0d8609c31fade96260ed6485313af73f9918,51160,66.99,double,DNA,True
NC_020883,4b161bb15f333891ea4e8f29377ede252811b54a08bbc9a0152ecf77d5e19f7a,50861,41.29,double,DNA,True
NC_048819,49cac0fb1e1a7e15ba242d42adc9799584e19589a2d760a147dcb9e18c33c367,110775,40.00,double,DNA,True
NC_048167,bf4a8e252471abeb34707a8139c511ee9c8106f9de9a0c2e4883c4a4d83f214c,43264,48.74,double,DNA,True
NC_047806,0dfc2c2fa5556a0138851a1454b9c27c3288527a7167d12e4f444def506733df,44018,45.04,double,DNA,True
MH992195,ccdbb43818ee873d2f0cabd3b7bc73d218534c7d6c08834baa839aa9d713770a,4559,47.38,double,DNA,False
MG883718,668467d12d5ce1b68216ef9397dcc66893b6361049ab9b8f6440d31f0e1b6f81,4837,40.42,single,DNA,False
MN862344,ae147eb736d70a19122e9ee5745f2d176ba44a1545d4f2996ed6ef2ebb2a4436,4547,49.79,double,DNA,False
MZ501072,d96d2ca8ad437a9b18faed82eacde66d5f1156fa9c68e646f2110c6156614073,114196,40.19,double,DNA,False
MH576950,c1a79de43e9aa202303e00add0f9a56d4982a636c067305c1973f36467530cc5,15556,60.12,double,DNA,False
KY271401,92eb4242d8fb9b18993eed0a411d7c74c768c55487d94686dabb6bc81ccbe846,29880,50.42,double,DNA,False
MH572317,2e49b1c3715853fd99b3db3f72da28192b4200067ae2a0ceb2dc7470787b702d,4178,52.11,double,DNA,False
LT960552,f6a78534d4c07b58cca5d487529e0e745106f43388f49cd6b14f1a78087e88e2,352596,31.68,double,DNA,False
KX513872,ea47e0f1429bd29a60e1a7f6b768847a7c1091fa17327ed08c1567fec843a06c,5024,40.27,double,DNA,False
MK878898,6ad88e338a87d9d4eabfee5ff0018a4bf73918116d2047566c05672a2c579cfa,50337,66.66,double,DNA,False
DQ394806,8c4c1f782671bd817592d74aa87890901ab4dacb78ab01d72682537dd56c1b98,37131,35.71,double,DNA,False
KR902979,eebf3ca73b74c305bff76a32733a3dee4695123a58b11629e5b4196d31d32e4b,29602,54.02,double,DNA,False
KJ019042,3343236fa7b0a4911c1da3a7ddb09e5fe4de43d748b3a7d94941574c823ce412,172686,39.12,double,DNA,False
KX456212,7c2bd623a414592567e45c94f497cdfbac1842f4be258d97f33fdae6de451b8c,33035,35.50,double,DNA,False
KY290951,aaa0497aded772f8187464f118c389bef36a70f0123cdcbd337d9086606a650a,172957,43.92,double,DNA,False
MH937497,f2ee053964f195191b6f5365bb5a92d262fc6d20a520a4b0829871cdeceb2733,34812,38.73,double,DNA,False
MK907273,aef4fcffeca503f29b8a7e63ef5ffff1eb2cfded3f47e6f60dddf5403f2dcd03,44219,44.43,double,DNA,False
NC_055810,68eded24b53d645b74f767d21006ab12009aa7a27d1d76d3f212127a3fafb261,58718,67.87,double,DNA,True
MW055905,10b0a7b486ae6f7f30a60080f924a5018b4c7b93fc362a038057004f7f714851,56119,59.50,double,DNA,False
MW712721,dfc2706eb97d9d98379c587d283e627b4ed57d426d06fefcd31b68d0a552f631,41471,66.59,double,DNA,False
MW748999,a02dce6d0946f528bf9cf350282d735a3fa13caa26aabd35641570b56955661e,154769,40.33,double,DNA,False
NC_048740,9087439479e6181a965402f7799d125a88685e8b65f53c8564112740b8f1393e,19428,59.83,double,DNA,True
NC_042089,f7b18fd7ffe209872ec7029b4d9d8ac8d3f89f8b6e24b79058359621436e4f0b,42475,67.25,double,DNA,True
MK919483,177b2265a4d7ab295d358fcda19198e0a6c167ce2bf35c962b42cd8d9864354d,50338,66.66,double,DNA,False
MW411578,b1ed69e9f601bdfe801d65b7b818f7ea07b08ebdb319e2a7bae11bd18285987f,107183,40.09,double,DNA,False
MT074440,4fc459a836f8fd7bf6813ad9a370ffc82c9b3175dcd04eafa816ca4891fc0228,11578,39.83,double,DNA,False
MN101218,7a35e67d37c3c976dae49a71d983f3722ba39b3dedfce67a4d28780be83e406c,40622,52.73,double,DNA,False
NC_055821,e443bdd885896a02555e5343649442cdd6e08b004f4d43755df291015e8585a0,64714,66.06,double,DNA,True
NC_011801,b5c857242b4e85c69d0b8f35e9812b99ced7bfc9e6fc3bbd8441af6c8a6f0228,38934,37.04,double,DNA,True
NC_054674,e9aee8acaa6ca7e3b66b1e48698d7651582d9a12d5a7769209082dc3992c432d,48941,65.48,double,DNA,True
KP793111,dd4268f8b861c7cbfdecc63d057ba197879993bed36d72635261c62dd6c3c485,29984,34.74,double,DNA,False
KU686208,6041ea25ee2b325bfbbcc5d4324792c9d945bb0f91917f20aba84288b25b553b,172395,39.90,double,DNA,False
MT006236,33b0e6cf50c91aa47beee301000e38892ef4b1622cb744f0009a6c3cff84d69b,51699,49.48,double,DNA,False
NC_055722,7431cc6862b42592640c26cdec249e6c0aa74411ebbb6bc0793e5ea13649a635,32090,61.79,double,DNA,True
MT498056,2c7d8ff841f3883bf5deb8a0d1d3022855eb6be35b98bacf8ac6e76ec51d8b0b,51383,63.90,double,DNA,False
NC_051600,88d8b83696326421a993220163a0105ce8a530e34704ee5e6186f2d43a0d56b0,57666,66.10,double,DNA,True
NC_024379,29728d3a16f9c76e1d7d939c8ca1f4b5c019d90af9394e089d927ddebf47ac45,39093,49.93,double,DNA,True
NC_049347,4522296e30aa187e4257253755f1c4b1a9bb7ec7eedd9b0c4fd4a138dcaefe89,30674,34.72,double,DNA,True
NC_049951,b2f21f37aa87cb4a1955b715a99536d31f8ac8d57c3053d485579ca450a1919d,41969,50.68,double,DNA,True
NC_029024,a03f3050d6f64420d9398d88a798ac685f09e2fd0bfde47d4f1689da835b6b28,56505,36.44,double,DNA,True
NC_018859,8b7b30c06d79f277d4c017a55bcad212dc62788e85580adc3e8211d87ab03b90,77315,42.42,double,DNA,True
NC_005135,3631945c180b7cf4a7a3ceaeb4f251fd5ef8d13b73faa7b5d324ba06e439f977,173591,43.88,double,DNA,True
NC_027990,a8386ab79f025ee403d3e5504ff9d24a07613ba5eb5508795b6e1853344c71e2,48211,45.88,double,DNA,True
NC_029013,7b39d20a511218f1d0ccb3181ee5aac7fbb09e0cfca3db5c83f37f1d3dcf4014,177688,43.18,double,DNA,True
NC_025425,314c456f759c573f9b931c09285881866039a7d00aba5c13ddef77b7704bcc73,163424,40.55,double,DNA,True
NC_009526,808d8e2243e7bfe997cdf0343f05c8758a88c1e3d033285b34eab6876fad6e0b,43864,34.10,double,DNA,True
MH572359,0f5d3d9c31c495ada7f0858889a90ceec49aded30b014bd38df17be139a9e622,4383,49.21,double,DNA,False
MK496820,8cca043178bf4cef7cce0f20ba9c27bef368bc69078ed9a0d32f67c12f75d840,4485,27.63,double,DNA,False
NC_007062,ec6dc8211eda9df80a56ed4a611b57654bb3096cf747ea1c907e32c940beac8c,41690,35.53,double,DNA,True
MK672805,8496065722bb7ce9f1d93440037aae0d42743290b1a69a985bef19ffdd585538,51907,44.85,double,DNA,False
MK279894,a6b0be0fd15d106733fc426dc02b1b2bdc30d816bb95e4462a41da648f00db71,68608,66.43,double,DNA,False
NC_052658,afe87161b15297d80b2fba7f785f97f5ea5037514832e0d35eb224ecb565157d,151514,38.88,double,DNA,True
NC_054781,d9871f762d794d730043e91ddf7233cd499f93c4844cb955a407a95a631f9ebe,51633,61.39,double,DNA,True
NC_029011,322662e6089e931a20cd7bbce5ef07b0f56147860f3ebe0dc75adc0055c20d12,51711,38.61,double,DNA,True
